ni_in,fe_in,cao_in,al2o3_in,s_m,bc,mc_kilnfeed,fc_coal,gcv_coal,fc_lcv,gcv_lcv,current_pry,current_sec1,current_sec2,current_sec3,load,realisasi_beban,rpm,kg_tco,charge_kiln,tdo,pry_p,sec_p,pry_v,sec_v,total_coal,total_fuel,reductor_consume,t_tic162,t_tic163,metal_temp,ni_met,c_met,si_met,fe_met,s_met,ni_slag,fe_slag,t_kalsin,pic_161,loi_kalsin
2.09,16.8,3.22875,1.86,2.331215,0.504696,20.29,42.2,6877.76,43.07,6930.77,21.5,26.099999999999998,21.6,23.3,31.5,31.185,0.802575,43.8,95.93,76.465803,605.3,159.5,113.9,496.2,4200.0,4200.0,3.479,1016.30365,798.407837,1311.0,17.97,1.18,0.83,78.95,0.87,0.05,7.82,662.770508,-2.087926,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,20.68,43.13,6912.08,36.87,6279.97,21.5,23.6,22.6,21.5,32.8,32.144,0.7992,44.1,91.69,72.728508,542.8,134.9,108.2,465.2,3900.0,3900.0,3.492,1001.952271,801.325684,1311.0,17.97,1.18,0.83,78.95,0.87,0.05,7.82,642.619812,-2.094587,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,20.68,43.13,6912.08,36.87,6279.97,21.5,16.500000000000004,18.7,16.25,33.0,33.0,0.79272,44.2,90.25,71.5863,492.3,131.5,103.8,455.8,3800.0,3800.0,3.479,997.458069,778.641174,1311.0,17.97,1.18,0.83,78.95,0.87,0.05,7.82,626.278198,-3.524405,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,20.68,43.13,6912.08,36.87,6279.97,21.5,21.6,19.3,20.5,32.6,32.274,0.79218,38.5,91.71,72.744372,496.5,129.8,103.9,456.3,3600.0,3600.0,3.478,1023.014832,798.806213,1311.0,17.97,1.18,0.83,78.95,0.87,0.05,7.82,607.036987,-3.303315,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,20.68,43.13,6912.08,36.87,6279.97,21.5,23.5,20.2,22.7,32.0,31.68,0.81621,36.8,90.88,72.086016,408.9,113.5,94.1,424.4,3300.0,3300.0,3.706,984.675293,783.373352,1311.0,17.97,1.18,0.83,78.95,0.87,0.06,8.0,615.521851,-3.905261,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,19.13,43.13,6912.08,36.87,6279.97,21.5,26.099999999999998,16.700000000000003,25.0,33.3,32.967,0.808515,37.7,90.17,72.920479,405.1,115.1,94.1,425.0,3200.0,3200.0,3.725,944.962585,746.672241,1311.0,17.97,1.18,0.83,78.95,0.87,0.06,8.0,611.278687,-4.383852,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,19.13,43.13,6912.08,36.87,6279.97,21.5,22.3,24.6,21.5,32.8,32.472,0.792585,37.5,90.18,72.928566,402.0,114.3,93.8,424.5,3300.0,3300.0,3.718,941.95166,717.229736,1311.0,17.97,1.18,0.83,78.95,0.87,0.06,8.0,615.521851,-3.393105,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.19,43.13,6912.08,36.87,6279.97,21.5,23.1,21.1,21.3,23.050000000000004,22.522500000000008,0.5547656250000002,57.684999999999995,64.16875,49.68274637499999,252.7,62.0,74.7,331.0,2600.0,2600.0,2.309,923.158325,796.984009,1311.0,17.97,1.18,0.83,78.95,0.87,0.06,7.68,644.226868,-3.445542,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.19,43.13,6912.08,36.87,6279.97,21.5,24.0,22.6,21.5,24.2,24.2,0.5547656250000002,43.1,64.16875,49.68274637499999,256.2,65.3,74.7,330.2,2300.0,2300.0,3.58,904.679565,719.639343,1311.0,17.97,1.18,0.83,78.95,0.87,0.06,7.68,648.765503,-3.210644,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.19,43.13,6912.08,36.87,6279.97,21.5,23.1,21.1,20.2,31.2,30.888,0.704295,39.2,66.35,51.626935,308.5,109.9,81.8,415.5,2400.0,2400.0,3.385,855.017944,654.8092039999999,1311.0,16.97,1.2,0.74,79.56,0.87,0.06,7.68,648.48175,-3.688005,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.19,43.13,6912.08,36.87,6279.97,21.5,22.9,20.0,18.3,33.1,32.438,0.8937,34.5,84.31,65.601611,383.8,147.0,91.0,475.9,2900.0,2900.0,4.103,930.556519,730.502747,1311.0,16.97,1.2,0.74,79.56,0.87,0.06,7.68,647.630676,-3.11913,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,18.65,43.13,6912.08,36.87,6279.97,21.5,22.4,20.7,19.9,32.3,31.977,0.88803,36.8,99.98,81.33373,404.6,160.4,94.8,499.3,3100.0,3100.0,4.091,937.630127,714.815125,1311.0,16.97,1.2,0.74,79.56,0.87,0.05,7.92,640.540466,-3.349504,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,18.65,43.13,6912.08,36.87,6279.97,21.5,23.2,20.7,20.3,31.4,31.086,0.888975,41.5,98.11,79.812485,443.6,174.6,98.9,514.6,3600.0,3600.0,0.824,948.010742,717.435425,1311.0,16.97,1.2,0.74,79.56,0.87,0.05,7.92,626.46698,-3.446176,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,18.65,43.13,6912.08,36.87,6279.97,21.5,25.6,21.0,22.6,32.0,31.68,0.881145,44.1,102.56,83.43256,445.6,174.8,98.9,515.0,3600.0,3600.0,4.311,938.658875,691.139343,1311.0,16.97,1.2,0.74,79.56,0.87,0.05,7.92,629.204773,-4.149232,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,18.65,43.13,6912.08,36.87,6279.97,21.5,21.6,19.5,16.25,31.4,30.772,0.5547656250000002,42.5,64.16875,49.68274637499999,277.8,84.2,77.5,364.1,2900.0,2900.0,2.783,876.174194,654.8092039999999,1311.0,16.97,1.2,0.74,79.56,0.87,0.05,7.92,632.509949,-3.546362,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,20.04,43.13,6912.08,36.87,6279.97,21.5,24.6,20.7,22.1,32.0,31.68,0.871425,41.3,97.02,77.577192,385.5,104.2,91.2,400.1,3700.0,3700.0,4.653,981.039063,654.8092039999999,1311.0,16.97,1.2,0.74,79.56,0.87,0.06,7.93,636.004883,-2.834054,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,20.04,43.13,6912.08,36.87,6279.97,21.5,22.9,22.4,21.7,31.3,30.987,0.860355,43.7,101.97,81.535212,395.3,110.8,92.4,417.4,4000.0,4000.0,4.308,1015.963257,685.678101,1311.0,16.97,1.2,0.74,79.56,0.87,0.06,7.93,663.243896,-2.872212,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,20.04,43.13,6912.08,36.87,6279.97,21.5,18.7,21.5,19.6,29.8,29.502,0.869265,42.9,100.19,80.111924,410.3,114.4,93.9,424.3,4000.0,4000.0,4.293,1028.759521,708.208923,1311.0,16.97,1.2,0.74,79.56,0.87,0.06,7.93,694.648071,-3.780878,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,20.04,43.13,6912.08,36.87,6279.97,21.5,22.3,22.3,17.6,30.3,29.997,0.867375,41.8,99.98,79.944008,410.9,115.3,94.1,424.2,4100.0,4100.0,4.601,1037.508301,725.301514,1311.0,16.97,1.2,0.74,79.56,0.87,0.06,7.93,698.457642,-2.600844,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.59,43.13,6912.08,36.87,6279.97,21.5,25.0,23.9,23.3,30.9,30.591,0.873045,42.5,99.99,77.402259,429.1,113.4,96.2,424.5,4000.0,4000.0,4.621,1035.314331,744.487549,1311.0,16.97,1.2,0.74,79.56,0.87,0.06,7.27,738.287415,-3.145192,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.59,43.13,6912.08,36.87,6279.97,21.5,22.1,21.1,19.3,31.3,30.987,0.86319,42.7,99.89,77.324849,432.6,113.4,150.3,424.7,4100.0,4100.0,4.645,1046.654907,766.085571,1312.0,17.13,1.19,0.76,79.44,0.87,0.06,7.27,712.297119,-2.912921,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.59,43.13,6912.08,36.87,6279.97,21.5,26.099999999999998,22.1,22.1,30.7,30.086,0.89127,42.6,100.03,77.433223,520.1,133.5,106.0,459.9,4100.0,4100.0,4.304,1049.654907,798.834167,1312.0,17.13,1.19,0.76,79.44,0.87,0.06,7.27,716.505859,-3.677143,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.59,43.13,6912.08,36.87,6279.97,21.5,22.2,16.700000000000003,21.9,30.5,30.195,0.88506,42.3,101.73,78.749193,522.5,133.9,106.1,459.5,4000.0,4000.0,4.359,1044.838135,796.941895,1312.0,17.13,1.19,0.76,79.44,0.87,0.06,7.27,700.745117,-2.946238,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.29,51.14,6596.33,42.98,7759.99,21.5,26.099999999999998,26.0,23.1,32.6,31.948,0.89262,38.5,101.73,79.054383,501.5,124.0,104.1,443.9,3800.0,3800.0,4.382,1018.802673,791.070557,1312.0,17.13,1.19,0.76,79.44,0.87,0.06,7.23,668.831787,-4.513064,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.29,51.14,6596.33,42.98,7759.99,21.5,22.1,16.700000000000003,21.5,34.3,33.957,0.888435,38.7,101.83,79.132093,505.3,125.2,104.5,443.4,3700.0,3700.0,4.368,1024.112915,781.515747,1312.0,17.13,1.19,0.76,79.44,0.87,0.06,7.23,636.28833,-4.144884,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.29,51.14,6596.33,42.98,7759.99,21.5,23.0,22.1,21.2,34.1,33.759,0.88614,38.6,101.86,79.155406,503.1,124.7,104.3,443.7,3700.0,3700.0,4.337,1019.327576,756.894653,1312.0,17.13,1.19,0.76,79.44,0.87,0.06,7.23,609.487549,-3.86067,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.29,51.14,6596.33,42.98,7759.99,21.5,22.9,20.0,21.2,33.6,33.264,0.88452,39.3,99.58,77.383618,499.9,124.9,104.2,443.8,3600.0,3600.0,4.579,1018.208008,757.190979,1312.0,17.13,1.19,0.76,79.44,0.87,0.06,7.23,618.068604,-3.629733,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.59,51.14,6596.33,42.98,7759.99,21.5,23.1,16.700000000000003,21.6,35.1,32.994,0.89073,40.1,99.15,76.752015,499.7,125.1,104.2,444.2,3800.0,3800.0,4.57,1012.794434,758.607239,1312.0,17.13,1.19,0.76,79.44,0.87,0.06,7.23,637.799988,-3.540019,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.59,51.14,6596.33,42.98,7759.99,21.5,21.7,19.8,22.1,34.9,34.551,0.884115,49.2,102.4,79.26784,556.4,141.5,109.8,472.6,4100.0,4100.0,4.578,1038.584229,772.453552,1312.0,17.13,1.19,0.76,79.44,0.87,0.06,7.46,661.729004,-3.715686,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.69,51.14,6596.33,42.98,7759.99,21.5,22.7,19.7,21.2,31.0,30.69,0.89046,47.0,100.62,78.795522,552.6,135.8,108.9,469.7,4100.0,4100.0,4.374,1040.286621,808.51886,1312.0,17.13,1.19,0.76,79.44,0.87,0.06,7.46,681.342468,-3.660721,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.69,51.14,6596.33,42.98,7759.99,21.5,16.500000000000004,16.700000000000003,16.25,32.4,32.4,0.89316,47.7,101.63,79.586453,536.4,135.8,107.8,463.2,4000.0,4000.0,4.325,1039.414917,812.387512,1312.0,17.13,1.19,0.76,79.44,0.87,0.06,7.46,671.484558,-3.356923,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.69,51.14,6596.33,42.98,7759.99,21.5,23.0,16.700000000000003,24.0,28.0,27.72,0.893835,45.7,100.89,79.006959,500.1,129.0,104.0,447.9,3900.0,3900.0,4.301,1062.514771,822.490601,1312.0,17.13,1.19,0.76,79.44,0.87,0.06,7.46,657.185486,-3.442843,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.69,51.14,6596.33,42.98,7759.99,21.5,22.0,20.6,21.0,31.1,30.789,0.89208,41.2,102.34,80.142454,485.6,125.6,102.3,431.4,3500.0,3500.0,4.298,1059.790771,827.159851,1312.0,17.02,1.23,0.75,79.59,0.87,0.05,7.44,668.547607,-3.400398,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.69,51.14,6596.33,42.98,7759.99,21.5,22.8,21.3,21.6,32.8,32.472,0.886545,40.5,101.56,79.531636,423.5,109.5,96.7,416.2,3400.0,3400.0,4.619,1005.383057,815.239868,1312.0,17.02,1.23,0.75,79.59,0.87,0.05,7.44,670.063354,-3.48924,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.69,51.14,6596.33,42.98,7759.99,21.5,25.2,21.7,21.9,33.3,32.967,0.890325,40.2,100.48,78.685888,426.4,110.6,96.0,416.0,3500.0,3500.0,4.599,1005.479797,807.839111,1312.0,17.02,1.23,0.75,79.59,0.87,0.05,7.44,672.905884,-3.90328,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.16,51.14,6596.33,42.98,7759.99,21.5,22.7,21.3,17.1,34.0,33.66,0.882765,38.8,99.88,78.745392,423.4,110.2,96.2,416.7,3300.0,3300.0,4.599,980.598328,810.209412,1312.0,17.02,1.23,0.75,79.59,0.87,0.05,7.44,681.532166,-3.356624,0.33
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.16,51.14,6596.33,42.98,7759.99,21.5,26.099999999999998,20.8,22.1,33.2,32.536,0.88776,38.7,97.69,77.018796,388.6,111.0,91.9,416.6,3300.0,3300.0,4.628,925.93689,783.452942,1312.0,17.02,1.23,0.75,79.59,0.87,0.05,7.39,682.860901,-3.774349,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.16,51.14,6596.33,42.98,7759.99,21.5,24.7,21.7,21.7,33.4,33.066,0.89289,39.3,102.89,81.118476,393.5,108.7,150.3,415.3,3300.0,3300.0,4.281,965.98175,783.452332,1312.0,17.02,1.23,0.75,79.59,0.87,0.05,7.39,670.252808,-3.298133,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.16,51.14,6596.33,42.98,7759.99,21.5,22.7,21.9,20.4,33.4,33.066,0.89046,40.9,101.74,80.211816,390.3,111.0,91.8,416.7,3400.0,3400.0,4.281,965.965759,754.501343,1312.0,17.02,1.23,0.75,79.59,0.87,0.05,7.39,669.589661,-2.982276,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.16,51.14,6596.33,42.98,7759.99,21.5,17.9,16.700000000000003,18.5,32.7,32.373,0.87264,43.1,104.44,82.340496,408.3,108.7,94.0,416.3,3500.0,3500.0,4.282,990.571655,710.430115,1312.0,17.02,1.23,0.75,79.59,0.87,0.05,7.39,663.054565,-3.91272,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.29,51.14,6596.33,42.98,7759.99,21.5,22.3,20.3,21.4,33.3,32.967,0.87048,49.1,101.69,80.040199,475.5,120.1,101.2,437.5,3900.0,3900.0,4.461,992.803284,706.748169,1312.0,17.02,1.23,0.75,79.59,0.87,0.06,8.09,668.737061,-4.114985,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.29,51.14,6596.33,42.98,7759.99,21.5,23.3,18.3,22.5,33.0,32.67,0.88074,51.0,101.93,80.229103,474.8,120.2,100.8,439.3,4300.0,4300.0,4.333,1033.752197,750.20752,1312.0,17.02,1.23,0.75,79.59,0.87,0.06,8.09,653.211243,-3.951784,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.29,51.14,6596.33,42.98,7759.99,21.5,21.0,19.2,20.6,31.8,31.482,0.877905,45.2,98.36,77.419156,449.3,114.1,97.6,422.1,4000.0,4000.0,4.841,1031.796875,801.098755,1312.0,17.02,1.23,0.75,79.59,0.87,0.06,8.09,651.508423,-4.025914,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,20.21,51.14,6596.33,42.98,7759.99,21.5,20.6,19.9,16.25,31.4,31.086,0.877095,39.6,100.84,80.460236,412.2,103.4,93.8,406.8,3800.0,3800.0,4.563,1046.34668,815.293091,1312.0,17.02,1.23,0.75,79.59,0.87,0.06,8.09,694.648071,-4.329192,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,20.21,51.14,6596.33,42.98,7759.99,21.5,22.6,18.9,19.4,31.6,31.284,0.87804,39.4,100.96,80.555984,388.1,98.8,91.5,398.8,3400.0,3400.0,4.58,1015.5979,811.432251,1312.0,17.02,1.23,0.75,79.59,0.87,0.06,8.04,690.651855,-3.435703,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,20.21,51.14,6596.33,42.98,7759.99,21.5,24.9,20.6,23.9,33.3,32.967,0.880065,38.9,102.78,82.008162,390.0,93.6,91.5,390.6,3300.0,3300.0,4.362,1001.596558,800.027954,1318.0,17.06,1.31,0.77,79.46,0.87,0.06,8.04,672.621643,-3.621874,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,20.21,51.14,6596.33,42.98,7759.99,21.5,26.099999999999998,21.0,21.6,33.3,32.634,0.85428,38.7,100.21,79.957559,390.0,92.5,91.7,390.5,3400.0,3400.0,4.17,1015.437073,765.625122,1318.0,17.06,1.31,0.77,79.46,0.87,0.06,8.04,650.278748,-3.475533,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.26,40.5,6672.23,38.81,6506.56,21.5,22.6,21.3,16.9,34.8,34.452,0.85671,39.1,101.11,79.614014,386.6,92.6,91.6,391.4,3600.0,3600.0,4.308,1025.539917,800.408752,1318.0,17.06,1.31,0.77,79.46,0.87,0.06,8.04,633.359924,-3.366809,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.26,40.5,6672.23,38.81,6506.56,21.5,16.500000000000004,19.5,19.5,34.3,34.3,0.85644,40.9,101.1,79.60614,421.1,103.6,95.7,406.6,3600.0,3600.0,4.335,1034.575195,794.197144,1318.0,17.06,1.31,0.77,79.46,0.87,0.06,7.9,613.352966,-3.063523,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.26,40.5,6672.23,38.81,6506.56,21.5,23.3,22.4,21.3,34.8,34.452,0.858465,40.7,101.18,79.669132,422.9,103.1,95.8,406.6,3700.0,3700.0,4.31,1037.936646,785.388367,1318.0,17.06,1.31,0.77,79.46,0.87,0.06,7.9,585.380615,-3.051696,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.26,40.5,6672.23,38.81,6506.56,21.5,25.4,22.8,21.8,35.1,34.398,0.862785,40.0,100.33,78.999842,420.0,104.8,95.6,408.7,3700.0,3700.0,4.614,1034.799561,794.66156,1318.0,17.06,1.31,0.77,79.46,0.87,0.06,7.9,590.555725,-3.713314,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.74,40.5,6672.23,38.81,6506.56,21.5,22.9,22.5,19.5,34.8,34.452,0.86454,39.7,100.0,78.26,418.0,103.3,95.2,407.6,3600.0,3600.0,4.604,1029.567505,807.478333,1318.0,17.06,1.31,0.77,79.46,0.87,0.06,7.9,596.297974,-4.059833,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.74,40.5,6672.23,38.81,6506.56,21.5,23.3,21.0,22.0,33.5,33.165,0.864135,40.1,101.32,79.293032,422.1,103.8,95.4,407.9,3600.0,3600.0,4.618,1020.383484,786.004089,1318.0,17.06,1.31,0.77,79.46,0.87,0.06,7.9,604.681091,-4.139434,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.74,40.5,6672.23,38.81,6506.56,21.5,22.4,22.8,20.6,34.0,33.66,0.8829,41.9,101.04,79.073904,444.1,114.4,98.1,424.0,3700.0,3700.0,4.298,1021.993469,793.524841,1318.0,17.06,1.31,0.77,79.46,0.87,0.05,8.74,625.42865,-3.489373,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.46,40.5,6672.23,38.81,6506.56,21.5,16.500000000000004,19.4,17.2,34.0,34.0,0.87534,41.3,100.97,79.301838,443.2,114.6,98.2,424.5,3800.0,3800.0,4.309,1021.060303,789.669128,1318.0,17.06,1.31,0.77,79.46,0.87,0.05,8.74,637.89447,-2.897068,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.46,40.5,6672.23,38.81,6506.56,21.5,22.1,18.5,22.9,33.0,32.67,0.875745,43.2,101.63,79.820202,459.8,118.6,100.0,432.1,3800.0,3800.0,4.343,1024.713745,760.263794,1313.0,16.94,1.29,0.73,79.62,0.87,0.05,8.74,675.275208,-3.010299,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.46,40.5,6672.23,38.81,6506.56,21.5,26.099999999999998,23.3,23.8,33.4,33.066,0.87642,39.3,101.56,79.765224,479.3,122.4,102.2,439.2,4000.0,4000.0,4.653,1029.672852,756.269348,1313.0,16.94,1.29,0.73,79.62,0.87,0.05,8.74,671.10553,-3.26123,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.46,40.5,6672.23,38.81,6506.56,21.5,23.6,22.4,18.4,33.7,33.363,0.88344,41.4,101.31,79.568874,478.7,121.8,101.9,440.5,4200.0,4200.0,4.641,1048.734619,805.377869,1313.0,16.94,1.29,0.73,79.62,0.87,0.04,7.32,651.035522,-3.73836,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.46,40.5,6672.23,38.81,6506.56,21.5,22.8,21.5,21.4,34.0,33.66,0.88101,42.4,87.09,68.400486,483.3,123.5,102.4,439.7,3700.0,3700.0,4.713,1010.742188,817.484863,1313.0,16.94,1.29,0.73,79.62,0.87,0.04,7.32,644.132324,-3.483289,0.24
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.18,40.5,6672.23,38.81,6506.56,21.5,22.9,16.700000000000003,22.1,33.3,32.967,0.882495,38.1,100.06,77.866692,481.8,122.0,102.3,439.7,3600.0,3600.0,4.626,1003.443909,790.53125,1313.0,16.94,1.29,0.73,79.62,0.87,0.04,7.32,681.15271,-2.920151,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.18,40.5,6672.23,38.81,6506.56,21.5,23.2,18.0,22.3,33.8,33.462,0.870885,39.8,101.02,78.613764,483.3,121.7,102.0,440.4,3600.0,3600.0,4.334,965.367676,762.447937,1313.0,16.94,1.29,0.73,79.62,0.87,0.04,7.32,668.926514,-3.349444,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.18,40.5,6672.23,38.81,6506.56,21.5,18.4,16.700000000000003,20.88,34.7,34.7,0.873585,41.2,99.2,77.19744,497.3,121.9,103.5,439.8,3700.0,3700.0,4.321,973.43335,737.193298,1313.0,16.94,1.29,0.73,79.62,0.87,0.04,7.32,665.327271,-2.472155,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.18,40.5,6672.23,38.81,6506.56,21.5,22.2,22.1,20.2,34.3,33.957,0.882225,41.4,102.7,79.92114,504.9,121.9,104.1,439.5,3800.0,3800.0,4.394,973.595093,720.69989,1313.0,16.94,1.29,0.73,79.62,0.87,0.04,7.32,663.243896,-3.633821,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.68,40.5,6672.23,38.81,6506.56,21.5,18.3,16.700000000000003,17.2,33.2,33.2,0.87804,44.3,102.42,78.166944,524.6,125.0,106.0,448.5,3900.0,3900.0,4.37,986.025513,660.239746,1313.0,16.94,1.29,0.73,79.62,0.87,0.04,7.4,663.149231,-3.011208,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.68,40.5,6672.23,38.81,6506.56,21.5,22.0,20.5,22.2,33.6,33.264,0.879525,45.8,105.51,80.525232,521.4,129.3,106.0,456.0,4400.0,4400.0,4.553,998.820984,696.861633,1313.0,16.94,1.29,0.73,79.62,0.87,0.04,7.4,672.147827,-3.489983,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.68,40.5,6672.23,38.81,6506.56,21.5,23.7,21.9,22.4,32.4,32.076,0.89802,42.9,104.88,80.044416,640.6,160.4,117.0,501.0,4200.0,4200.0,4.771,999.184631,743.899414,1313.0,16.94,1.29,0.73,79.62,0.87,0.04,7.4,679.92041,-3.76391,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.86,40.5,6672.23,38.81,6506.56,20.48,24.2,19.4,22.1,23.050000000000004,22.522500000000008,0.895995,42.7,104.31,80.464734,671.1,167.7,119.7,510.6,4200.0,4200.0,4.846,1015.493225,764.599792,1313.0,16.94,1.29,0.73,79.62,0.87,0.04,7.4,691.793274,-2.793823,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.86,40.5,6672.23,38.81,6506.56,21.5,18.9,17.9,16.25,27.5,26.4,0.89532,42.3,105.25,81.18985,668.0,168.0,119.3,511.1,4100.0,4100.0,4.79,1027.293213,784.7276,1320.0,16.99,1.26,0.72,79.75,0.87,0.04,7.4,686.659546,-3.219478,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.86,40.5,6672.23,38.81,6506.56,21.5,24.2,24.7,23.0,30.0,28.5,0.896265,43.9,100.22,77.309708,563.7,137.7,109.9,470.3,4100.0,4100.0,4.402,1042.510864,808.210632,1320.0,16.99,1.26,0.72,79.75,0.87,0.05,7.21,661.539673,-3.325361,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,22.86,40.5,6672.23,38.81,6506.56,21.5,21.1,21.3,20.4,29.9,29.601,0.87696,43.7,102.4,78.99136,518.1,129.2,105.6,455.2,4000.0,4000.0,4.319,1035.987061,796.899109,1320.0,16.99,1.26,0.72,79.75,0.87,0.05,7.21,549.473054,-4.874187,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.62,40.13,6549.14,42.91,6859.67,21.5,23.3,21.4,16.25,30.5,29.89,0.88506,40.3,99.96,78.348648,426.4,109.4,95.9,415.6,3700.0,3700.0,2.85,1032.319946,818.183594,1320.0,16.99,1.26,0.72,79.75,0.87,0.05,7.21,555.690918,-5.336829,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.62,40.13,6549.14,42.91,6859.67,21.5,21.5,20.1,21.4,30.6,30.294,0.886275,40.2,100.21,78.544598,428.4,109.5,96.1,416.4,3400.0,3400.0,4.384,1010.53772,796.635803,1320.0,16.99,1.26,0.72,79.75,0.87,0.05,7.21,549.473054,-5.3877753749999995,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.62,40.13,6549.14,42.91,6859.67,21.5,21.5,21.1,22.8,31.7,31.383,0.89505,40.5,101.45,79.51651,425.6,109.1,96.2,416.6,3400.0,3400.0,4.311,998.626709,792.052368,1320.0,16.99,1.26,0.72,79.75,0.87,0.05,7.21,549.473054,-5.3877753749999995,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,21.62,40.13,6549.14,42.91,6859.67,20.48,26.099999999999998,24.6,16.25,23.050000000000004,22.522500000000008,0.88776,57.3,99.46,77.956748,425.8,108.3,95.8,416.4,3500.0,3500.0,4.57,1003.540955,768.729858,1320.0,16.99,1.26,0.72,79.75,0.87,0.05,7.21,549.473054,-5.3877753749999995,0.0
2.09,16.8,3.22875,1.86,2.331215,0.504696,23.5,40.13,6549.14,42.91,6859.67,20.48,23.3,21.4,22.0,23.050000000000004,22.522500000000008,0.60885,51.6,74.08,56.6712,327.1,78.0,84.4,360.8,3400.0,3400.0,3.218,969.156799,766.019836,1320.0,16.99,1.26,0.72,79.75,0.87,0.05,7.21,549.473054,-5.3877753749999995,0.0
